Disease,Genes,id,did,Summary
esophagus squamous cell carcinoma,"['TET2', 'RICTOR', 'FAT1', 'KMT2C', 'EPB41L3', 'MBD4', 'AZIN1', 'MGMT', 'CDKN2B', 'MSH2', 'TP53', 'KDM6A', 'KMT2D', 'WWOX', 'XRCC1', 'ERBB4', 'KDM4C', 'CYP24A1', 'COL14A1', 'CALR', 'GSTP1', 'MAP3K1', 'CLPTM1L', 'GSTM1', 'GPX3', 'CHRNA7', 'DCC', 'CHRNA5', 'MLH1', 'CYP1A1', 'SPEN', 'BRCA1', 'GSTT1', 'FANCA', 'HTRA1', 'FES', 'FOXA1', 'RUNX1', 'TERT', 'FGFR4', 'IDH2', 'BRCA2']",MESH:D000077277,DOID:3748,An esophageal carcinoma that derives_from epithelial squamous cells located_in the esophagus.
essential fructosuria,['KHK'],MESH:C538068,DOID:0111680,A carbohydrate metabolic disorder characterized by elevated fructose levels in the blood and urine following ingestion of fructose and related sugars that has_material_basis_in homozygous or compound heterozygous mutation in KHK on chromosome 2p23.3.
essential hypertension,"['ADD1', 'REN', 'ATP2A2', 'GRK4', 'ATP1B1', 'GNB3', 'RGS5', 'SLC12A3', 'CAT', 'NOS3', 'PHACTR1', 'PTGIS', 'CYP3A5', 'HSD11B1', 'FTO', 'AGTR1']",MESH:D000075222,DOID:10825,A hypertension with no known cause. It is the most common type of hypertension.
essential thrombocythemia,"['SH2B3', 'MPL', 'CALR', 'JAK2', 'THPO']",MESH:D013920,DOID:2224,"A myeloproliferative neoplasm that is characterized by sustained thrombocytosis in the blood, increased numbers of large, mature megakaryocytes in the bone marrow, and episodes of thrombosis and/or hemorrhage and that results_in the overproduction of platelets."
essential tremor,"['HNMT', 'DRD3']",MESH:D020329,DOID:4990,"A movement disorder that causes involuntary tremors, especially in the hands. It occurs alone without other neurological signs and symptoms."
ethylmalonic encephalopathy,['ETHE1'],MESH:C535737,DOID:0060640,"A mitochondrial metabolism disease that is characterized by neurodevelopmental delay and regression, prominent pyramidal and extrapyramidal signs, recurrent petechiae, orthostatic acrocyanosis, and chronic diarrhea; it has_material_basis_in homozygous or compound heterozygous mutation in the ETHE1 gene, which encodes a mitochondrial matrix protein, on chromosome 19q13."
eumycotic mycetoma,"['CXCL8', 'COMT']",MESH:D008271,DOID:13078,"A dermatomycosis that effects skin and subcutaneous tissue located in foot, located in trunk, located in buttocks, located in eyelids, located in lacrimal glands, located in paranasal sinuses, located in mandible, located in scalp, located in neck, located in perineum, or located in testes and has symptom sinus discharge and results in formation of nodules."
exfoliation syndrome,"['ACVR1', 'GSTT1', 'TLR4', 'GSTM1', 'CLU']",MESH:D017889,DOID:13641,"A phacogenic glaucoma that is characterized by open-angle glaucoma related to deposition of extracellular fibrillar material in anterior segment structures, which blocks aqueous fluid outflow, raises intraocular pressure, and leads to eventual optic nerve atrophy and visual field loss. Exfoliation syndrome has_symptom progressive decreased vision, especially peripheral vision. Exfoliation syndrome is caused by age-related deposition of fibrillar material in anterior segment structures."
exocrine pancreatic insufficiency,[],MESH:D010188,DOID:13316,A pancreas disease that is characterized by the inability of the exocrine pancreas to produce and secrete an adequate amount of digestive enzymes into the small intestine.
extrahepatic cholestasis,['NR1H4'],MESH:D001651,DOID:13619,A cholestasis resulting from causes located_in bile ducts outside the liver.
extraskeletal myxoid chondrosarcoma,"['NR4A3', 'TAF15']",MESH:C563195,DOID:4549,A chondrosarcoma that is located_in exclusively soft tissue and that is characterized by the presence of chondroblast-like cells in a myxoid stroma and a multinodular growth pattern.
extrinsic allergic alveolitis,['TAP1'],MESH:D000542,DOID:841,"An interstitial lung disease involving inflammation of alveoli and smallest airways (bronchioles) of the lung caused by an allergic reaction to inhaled organic dusts containing microorganisms or proteins, and chemicals. Symptoms include chills, cough, fever, malaise, shortness of breath, loss of appetite and weight loss."
exudative vitreoretinopathy 1,['FZD4'],MESH:C536382,DOID:0111412,An exudative vitreoretinopathy that has_material_basis_in heterozygous mutation in the FZD4 gene on chromosome 11q14.2.
exudative vitreoretinopathy 4,['LRP5'],MESH:C566619,DOID:0111411,"An exudative vitreoretinopathy that has_material_basis_in homozygous, compound heterozygous, or heterozygous mutation in the LRP5 gene on chromosome 11q13.2."
exudative vitreoretinopathy 5,[],MESH:C567648,DOID:0111408,An exudative vitreoretinopathy that has_material_basis_in heterozygous mutation in the TSPAN12 gene on chromosome 7q31.31.
eye disease,"['F2', 'IL1B', 'IL18', 'COL2A1', 'MTHFR']",MESH:D005128,DOID:5614,An eye and adnexa disease that is located_in the eye.
eyelid disease,[],MESH:D005141,DOID:530,An adnexa disease that is located_in the eyelid.
factor VII deficiency,['F7'],MESH:D005168,DOID:2215,"A blood coagulation disease that is characterized by easy bleeding, has_symptom epistaxis, bleeding of the gums, menorrhagia, and occasionally hemarthrosis, and has_material_basis_in autosomal recessive inheritance of mutation in the F7 gene, which encodes coagulation factor VII, an important factor in the clotting cascade."
factor VIII deficiency,"['TGFB1', 'F2', 'HLA-DQA1', 'PLAT', 'TFPI', 'IL10', 'HMOX1', 'F8', 'MTHFR', 'IFNG', 'FCGR2A']",MESH:D006467,DOID:12134,"A blood coagulation disease that has_material_basis_in Factor VIII deficiency, which results in the formation of fibrin deficient clots which makes coagulation much more prolonged."
factor X deficiency,['F10'],MESH:D005171,DOID:2222,A blood coagulation disease that is characterized by the partial or complete absence of factor X activity in the blood.
factor XI deficiency,['F11'],MESH:D005173,DOID:2229,"A blood coagulation disease that is characterized by deficiency of factor XI clotting factor and mild prolonged bleeding, especially of mucosal sites following trauma, and has_material_basis_in homozygous, compound heterozygous, or heterozygous mutation of the coagulation factor XI gene of chromosome 4q35.2."
factor XII deficiency,['F12'],MESH:D005175,DOID:2231,"A blood coagulation disease that is characterized by prolonged PTT time without clinical symptoms, and has_material_basis_in a mutation in the F12 gene on chromosome 5q33."
factor XIII deficiency,"['F13A1', 'LMAN1']",MESH:D005177,DOID:2211,"A blood coagulation disease that is characterized by easy bleeding, has_symptom prolonged umbilical cord bleeding, epistaxis, bleeding of the gums, menorrhagia, recurrent miscarriages, abnormal scar formation and wound healing, and hemarthrosis, and has_material_basis_in autosomal recessive inheritance of mutation of the F13A1 or F13B gene, which encodes Factor XIII, formally known as fibrin stabilizing factor."
fallopian tube disease,['CCR5'],MESH:D005184,DOID:1962,A female reproductive system disease that is located_in the fallopian tube.
familial adenomatous polyposis,['MUTYH'],MESH:D011125,DOID:0050424,An intestinal disease that has_material_basis_in mutations in the APC gene and involves formation of numerous polyps in the epithelium of the large intestine which are initially benign and later transform into colon cancer.
familial apolipoprotein C-II deficiency,['APOC2'],MESH:D008072,DOID:0111418,A familial chylomicronemia syndrome characterized by onset in adolescence or adulthood of hypertriglyceridemia and fasting chylomicronemia that has_material_basis_in homozygous or compound heterozygous mutation in the APOC2 gene on chromosome 19q13.32.
familial benign fleck retina,['PLA2G5'],MESH:C565564,DOID:0111677,"A retinal disease characterized by a striking pattern of diffuse, yellow-white, fleck-like lesions extending to the far periphery of the retina but with no apparent visual or electrophysiologic deficits that has_material_basis_in homozygous or compound heterozygous mutation in the PLA2G5 gene on chromosome 1p36.13."
familial cold autoinflammatory syndrome 2,['NLRP12'],MESH:C567090,DOID:0090063,A familial cold autoinflammatory syndrome characterized by autosomal dominant inheritance that has_material_basis_in heterozygous mutation in the NLRP12 gene on chromosome 19q13.
familial encephalopathy with neuroserpin inclusion bodies,"['SERPINI1', 'SERPINB7']",MESH:C536841,DOID:0050831,"A neurodegenerative disease that is characterized by intraneuronal inclusions of mutant neuroserpin resulting in progressive encephalopathy, dementia and seizures and has_material_basis_in a mutation in the SERPINI1 gene inherited in an in autosomal dominant pattern."
familial expansile osteolysis,['TNFRSF11A'],MESH:C536335,DOID:0111542,"A bone remodeling disease characterized by increased bone remodeling with osteolytic lesions mainly affecting the appendicular skeleton, bone pain, pathological fractures, childhood onset of conductive hearing loss, and premature tooth loss that has_material_basis_in heterozygous mutation in the TNFRSF11A gene on chromosome 18q21.33."
familial hypercholesterolemia,"['GHR', 'ADRB2', 'APOA1', 'PON2', 'EPHX2', 'APOB', 'PCSK9', 'LDLR', 'PPP1R17', 'MTTP']",MESH:D006938,DOID:13810,A familial hyperlipidemia characterized by very high levels of low-density lipoprotein (LDL) and early cardiovascular disease.
familial hyperinsulinemic hypoglycemia 7,['SLC16A1'],MESH:C538376,DOID:0070214,A hyperinsulinemic hypoglycemia characterized by autosomal dominant inheritance of postexercise hypoglycemia with marked hyperinsulinism that has_material_basis_in mutation in the SLC16A1 gene on chromosome 1p13.2.
familial hypertrophic cardiomyopathy,"['KLHL24', 'TNNT2', 'MYL2', 'CALM3', 'MYL9', 'MYBPC3', 'FHOD3', 'TPM1', 'ALPK3']",MESH:D024741,DOID:0080326,A hypertrophic cardiomyopathy that is characterized by thickening of the heart muscle and has_material_basis_in autosomal dominant inheritance of one or more gene mutations.
familial hypertryptophanemia,['TDO2'],MESH:C563467,DOID:0111703,An amino acid metabolic disorder characterized by elevated urine and plasma tryptophan levels that has_material_basis_in homozygous or compound heterozygous mutation in the TDO2 gene on chromosome 4q32.1.
familial isolated deficiency of vitamin E,['TTPA'],MESH:C535393,DOID:0090028,"A vitamin metabolic disorder characterized by progressive spino-cerebellar ataxia, loss of proprioception, areflexia, and marked deficiency in vitamin E that has_material_basis_in homozygous or compound heterozygous mutation in the TTPA gene on chromosome 8q12."
familial lipoprotein lipase deficiency,['LPL'],MESH:D008072,DOID:14118,A familial hyperlipemia characterized by a deficiency of the enzyme lipoprotein lipase and the subsequent build up of chylomicrons and increased plasma concentration of triglycerides.
familial male-limited precocious puberty,['LHCGR'],MESH:C536961,DOID:0111545,"An endocrine system disease characterized by onset in early childhood of accelerated growth, early development of secondary sexual characteristics, and reduced adult height in males only that has_material_basis_in heterozygous mutation in the LHCGR gene on chromosome 2p16.3."
familial mediterranean fever,"['CYP3A4', 'SERPINE1', 'ABCB1', 'NOD2', 'POMC', 'TLR4', 'MEFV', 'ACE', 'MTHFR']",MESH:D010505,DOID:2987,"An autoimmune disease characterized by recurrent episodes of fever and acute inflammation of the membranes lining the abdomen, joints and lungs; that has_material_basis_in mutations in the MEFV gene, which encodes the protein pyrin."
familial medullary thyroid carcinoma,['RET'],MESH:C536911,DOID:0050547,A thyroid gland medullary carcinoma that has_material_basis_in autosomal dominant inheritance.
familial multiple nevi flammei,['GNAQ'],MESH:C535816,DOID:0111529,"A capillary disease characterized by dark red to purple, nonelevated, sharply circumscribed patches which blanch on pressure with a glass, do not spontaneously regress, and have normal rates endothelial cell turnover."
familial nephrotic syndrome,"['LAMA5', 'DAAM2']",MESH:C535761,DOID:2590,A nephrotic syndrome that has_material_basis_in genetic mutations.
familial partial lipodystrophy,"['CAV1', 'LMNA']",MESH:D052496,DOID:0050440,A partial lipodystrophy characterized by abnormal subcutaneous adipose tissue distribution beginning in late childhood or early adult life.
familial partial lipodystrophy type 2,['LMNA'],MESH:D052496,DOID:0070202,A familial partial lipodystrophy characterized by autosomal dominant inheritance of loss of subcutaneous fat from the limbs and trunk that has_material_basis_in mutation in the LMNA gene on chromosome 1q21.
familial partial lipodystrophy type 3,['PPARG'],MESH:D052496,DOID:0070204,A familial partial lipodystrophy characterized by autosomal dominant inheritance that has_material_basis_in mutation in the PPARG gene on chromosome 3p25.
familial periodic paralysis,['KCNJ2'],MESH:D010245,DOID:1029,"A metal metabolism disorder that is characterized by episodes of muscle paralysis in which the affected muscles become flaccid and the deep tendon reflexes disappear. Between the episodes the affected muscles usually work normally, and that are caused by mutations in genes involved in the sodium and calcium channels in nerve cells."
farmer's lung,[],MESH:D005203,DOID:14453,"An extrinsic allergic alveolitis which is induced by the inhalation of spores (Aspergillus sp and thermophilic actinomycetes) in dust from moldy hay or straw. It is characterized by sudden onset, fever, cough, expectoration, and breathlessness."
fatal familial insomnia,[],MESH:D034062,DOID:0050433,"A prion disease that is characterized by insomnia, hallucinations, dementia and death, located_in the brain."
favism,['G6PD'],MESH:D005236,DOID:13628,A glucosephosphate dehydrogenase deficiency characterized by a hemolytic reaction to consumption of broad beans.
fibrodysplasia ossificans progressiva,['ACVR1'],MESH:D009221,DOID:13374,"A connective tissue disease that is characterized by progressive ossification of skeletal muscle, fascia, tendons, and ligaments and has_material_basis_in heterozygous mutation in the ACVR1 gene."
fibrolamellar carcinoma,['CTNNB1'],MESH:C537258,DOID:5015,"A hepatocellular carcinoma characterized microscopically by laminated fibrous layers interspersed between the tumour cells. The polygonal, deeply eosinophilic tumor cells arise in non-cirrhotic livers."
fibroma,['ANTXR2'],MESH:D005350,DOID:0050871,A connective tissue benign neoplasm composed of fibrous or connective tissues that derives_from mesenchymal tissue.
fibromyalgia,['COMT'],MESH:D005356,DOID:631,"A syndrome that is is characterized by chronic widespread musculoskeletal pain, fatigue, sleep disturbances, cognitive dysfunction and depression."
fibrosarcoma,"['TNFRSF1A', 'CDC42']",MESH:D005354,DOID:3355,A connective tissue cancer that has_material_basis_in fibrous connective tissue and characterized by the presence of immature proliferating fibroblasts or undifferentiated anaplastic spindle cells in a storiform pattern.
